,id,url,subtype,transaction,owner,sell-type,provider,title,location,features,description,price,price2,m2,rooms,amueblado,parking,distrito,temporalidad,cambio_precio,baños
3203,id789004323451,https://www.habitaclia.com/alquiler-piso-obra_nueva_a_estrenar_terraza_sant_gervasi_galvany-barcelona-i789004323451.htm?pag=2&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,789-1,"Alquiler Piso Laforja. Obra nueva a estrenar, terraza",Barcelona - Sant Gervasi - Galvany,"140m2 - 3 habitaciones - 2 baños - 17,86€/m2","VIVIENDA NUEVA A ESTRENAR EN GALVANY, REFORMA INTEGRA Al entrar a la vivienda encontramos tal y como se ve en el plan...",2.500 €,2500,140,3,No,No,Sarria Sant Gervasi,Indefinido,No,2
3204,id25527000000269,https://www.habitaclia.com/alquiler-atico-exclusivo_con_terraza_sant_gervasi_galvany-barcelona-i25527000000269.htm?pag=2&f=&geo=d&coddists=500&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,25527-1,Alquiler Ático Carrer de johann sebastian bach. Exclusivo ático con terraza,Barcelona - Sant Gervasi - Galvany,"189m2 - 4 habitaciones - 3 baños - 15,87€/m2",Exclusivo ático reformado en una de las mejores zonas de Barcelona en una calle tranquila a pocos pasos de la iglesia re...,"Oportunidad
3.000 €
ha bajado 900 €",3000,189,4,No,No,Sarria Sant Gervasi,Indefinido,Si,3
3205,id27106000000038,https://www.habitaclia.com/alquiler-piso-reformado_calle_d_aribau_254_sant_gervasi_galvany-barcelona-i27106000000038.htm?pag=2&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27106-1,Alquiler Piso en Carrer d'aribau 254. Piso reformado,Barcelona - Sant Gervasi - Galvany,"160m2 - 5 habitaciones - 3 baños - 13,75€/m2",PISO REFORMADO de 160 m2 en el centro de Barcelona. El piso se sitúa en la planta Principal del edificio. Consta de 5 ha...,"Oportunidad
2.200 €",2200,160,5,No,No,Sarria Sant Gervasi,Indefinido,No,3
3206,id41315000000032,https://www.habitaclia.com/alquiler-piso-1_habitacion_reformado_plaza_camp_sant_gervasi_bonanova-barcelona-i41315000000032.htm?pag=2&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,41315-1,Alquiler Piso Carrer d'arimon. Piso 1 habitación reformado plaza camp.,Barcelona - Sant Gervasi - Bonanova,"45m2 - 1 habitacion - 1 baño - 22,00€/m2",Piso recién reformado. Situado al lado de la Plaza Camp. Finca con ascensor. El piso tiene un armario empotrado en el r...,"Oportunidad
990 €
ha bajado 60 €",990,45,1,No,No,Sarria Sant Gervasi,Indefinido,Si,1
3207,id32032000000089,https://www.habitaclia.com/alquiler-piso-muy_luminoso_en_zona_galvany_junto_a_parque_moragas_sant_gervasi_galvany-barcelona-i32032000000089.htm?pag=2&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,32032-1,"Alquiler Piso Carrer del rector ubach. Piso muy luminoso en zona galvany, junto a parque moragas.",Barcelona - Sant Gervasi - Galvany,"165m2 - 5 habitaciones - 4 baños - 17,88€/m2","Precioso piso, exterior, muy luminoso, orientado a Sur, con bonitas vistas sobre el Parque Moragas, ubicado en la exclus...","Oportunidad
2.950 €
ha bajado 100 €",2950,165,5,No,Si,Sarria Sant Gervasi,Indefinido,Si,4
3208,id36506000000008,https://www.habitaclia.com/alquiler-piso-disponible_a_partir_del_01052023_calle_de_sant_gervasi_de_cassoles_72_sant_gervasi_bonanova-barcelona-i36506000000008.htm?pag=2&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,36506-1,Alquiler Piso en Carrer de sant gervasi de cassoles 72. Disponible a partir del 01/05/2023,Barcelona - Sant Gervasi - Bonanova,"52m2 - 1 habitacion - 1 baño - 24,04€/m2","Disponible el 01 de mayo de 2023 Vivienda de 52m2 ubicada en una quinta planta real con ascensor, toda exterior, con mu...","Oportunidad
1.250 €
ha bajado 50 €",1250,52,1,Si,No,Sarria Sant Gervasi,Indefinido,Si,1
3209,id10344003630712,https://www.habitaclia.com/alquiler-piso-gran_con_mucha_luz_en_ultima_planta_de_finca_catalogada_dia_sant_gervasi_galvany-barcelona-i10344003630712.htm?pag=2&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,10344-1,Alquiler Piso en Sant Gervasi - Galvany. Gran piso con mucha luz en última planta de finca catalogada dia,Barcelona - Sant Gervasi - Galvany,"188m2 - 5 habitaciones - 3 baños - 15,96€/m2","Piso alto, amplio , luminoso y con fantástica orientación a mar, en preciosa finca modernista catalogada de 1930 con loc...",3.000 €,3000,188,5,No,No,Sarria Sant Gervasi,Indefinido,No,3
3210,id10344003630711,https://www.habitaclia.com/alquiler-piso-ultima_planta_de_diseno_en_el_corazon_de_galvany_sant_gervasi_galvany-barcelona-i10344003630711.htm?pag=2&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,10344-1,Alquiler Piso Muntaner. Última planta de diseño en el corazón de galvany,Barcelona - Sant Gervasi - Galvany,"178m2 - 4 habitaciones - 3 baños - 15,73€/m2","DISPONIBLE 1 DE JUNIO DE 2023 Maravilloso piso en la última planta de una finca regia en Muntaner, entre Travesera...",2.800 €,2800,178,4,No,No,Sarria Sant Gervasi,Indefinido,No,3
3211,id715002182065,https://www.habitaclia.com/alquiler-piso-con_ascensor_y_aire_acondicionado_sant_gervasi_bonanova-barcelona-i715002182065.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,715-1,Alquiler Piso Pujol. Piso con ascensor y aire acondicionado,Barcelona - Sant Gervasi - Bonanova,"50m2 - 1 habitacion - 1 baño - 22,00€/m2","Apartamento tipo loft muy bien aprovechado. Dispone de baño con bañera, cocina con nevera, calentador eléctrico, vitroce...","Oportunidad
1.100 €
ha bajado 50 €",1100,50,1,No,No,Sarria Sant Gervasi,Indefinido,Si,1
3213,id11172004419130,https://www.habitaclia.com/alquiler-piso-en_sarria_calle_del_cardenal_vives_i_tuto_41_sarria-barcelona-i11172004419130.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,11172-1,Alquiler Piso en Carrer del cardenal vives i tutó 41. Piso en sarria.,Barcelona - Sarrià,"98m2 - 3 habitaciones - 2 baños - 16,84€/m2","Se alquila piso en la zona de Sarrià tocando a Pedralbes concretamente en la calle Cardenal Vives y Tutó, de Barcelona....",1.650 €,1650,98,3,Si,Si,Sarria Sant Gervasi,Indefinido,No,2
3214,id32032000000093,https://www.habitaclia.com/alquiler-piso-spectacular_apartment_very_sunny_in_paseo_bonanova_sant_gervasi_bonanova-barcelona-i32032000000093.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,32032-1,"Alquiler Piso Passeig de la bonanova. Spectacular apartment, very sunny in paseo bonanova.",Barcelona - Sant Gervasi - Bonanova,"250m2 - 3 habitaciones - 4 baños - 15,80€/m2","Espectacular piso, de primera calidad, ubicado en Finca Regia con ascensor. Dispone de la siguiente distribución, la pri...",3.950 €,3950,250,3,No,Si,Sarria Sant Gervasi,Indefinido,No,4
3215,id45133000000047,https://www.habitaclia.com/alquiler-piso-en_sarria_exterior_sarria-barcelona-i45133000000047.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,45133-1,Alquiler Piso en Sarrià. Piso en sarriá exterior,Barcelona - Sarrià,"40m2 - 1 habitacion - 1 baño - 25,00€/m2","Piso ubicado cerca de Plaza Artós, en el pintoresco y exclusivo barrio de Sarriá, en la peatonal calle de Cornet i Mas...","1.000 €
ha bajado 50 €",1000,40,1,No,No,Sarria Sant Gervasi,Indefinido,Si,1
3216,id44958000000010,https://www.habitaclia.com/alquiler-atico-con_2_habitaciones_con_ascensor_y_aire_acondicionado_putget_farro-barcelona-i44958000000010.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,44958-1,Alquiler Ático Carrer d'homer. Ático con 2 habitaciones con ascensor y aire acondicionado,Barcelona - Putget - Farró,"85m2 - 2 habitaciones - 2 baños - 12,94€/m2","Bonito ático duplex con ascensor, planta 0 con cocina abierta, salon comedor exterior a calle, habitación o estudio y as...","1.100 €
ha bajado 50 €",1100,85,2,No,No,Sarria Sant Gervasi,Indefinido,Si,2
3217,id42706000000110,https://www.habitaclia.com/alquiler-piso-con_5_habitaciones_con_ascensor_y_parking_avenida_diagonal_614_sant_gervasi_galvany-barcelona-i42706000000110.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,42706-1,Alquiler Piso en Avinguda diagonal 614. Piso con 5 habitaciones con ascensor y parking,Barcelona - Sant Gervasi - Galvany,"290m2 - 5 habitaciones - 3 baños - 12,76€/m2",Precioso y amplio piso en finca señorial. Todo exterior a Diagonal. 4 habitaciones dobles muy grandes exteriores. 1...,3.700 €,3700,290,5,No,Si,Sarria Sant Gervasi,Indefinido,No,3
3218,id44929000000009,https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_amueblado_con_ascensor_calefaccion_air_sant_gervasi_bonanova-barcelona-i44929000000009.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,44929-1,"Alquiler Piso Carrer de l'emancipació. Piso con 4 habitaciones amueblado con ascensor, calefacción, air",Barcelona - Sant Gervasi - Bonanova,"203m2 - 4 habitaciones - 4 baños - 17,73€/m2","Alquiler Temporal Precioso piso de 203 m² construidos, con 4 habitaciones y 4 baños, situado en una sexta planta de a...","3.600 €
ha bajado 200 €",3600,203,4,Si,No,Sarria Sant Gervasi,Temporal,Si,4
3219,id42706000000026,https://www.habitaclia.com/alquiler-piso-excelente_zona_y_finca_luminoso_avenida_diagonal_620_sant_gervasi_galvany-barcelona-i42706000000026.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,42706-1,"Alquiler Piso en Avinguda diagonal, 620. Excelente zona y finca. luminoso",Barcelona - Sant Gervasi - Galvany,"160m2 - 5 habitaciones - 3 baños - 16,88€/m2",Precios piso. Excelente finca en muy buena zona residencial. 5 habitaciones. 4 dobles + 1 de servicio 2 baños complet...,"Oportunidad
2.700 €
ha bajado 100 €",2700,160,5,No,No,Sarria Sant Gervasi,Indefinido,Si,3
3220,id23706004390673,https://www.habitaclia.com/alquiler-piso-con_vistas_al_turo_parc_sant_gervasi_galvany-barcelona-i23706004390673.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,23706-1,Alquiler Piso Carrer de bori i fontestà. Con vistas al turó parc,Barcelona - Sant Gervasi - Galvany,"190m2 - 3 habitaciones - 3 baños - 15,79€/m2",Con terrazas y muy buenas vistas directas al Turó Parc. Destaca por su reciente reforma integral e impecable y su salón...,"3.000 €
ha bajado 200 €",3000,190,3,No,No,Sarria Sant Gervasi,Indefinido,Si,3
3221,id45420000000019,https://www.habitaclia.com/alquiler-apartamento-con_2_habitaciones_amueblado_con_ascensor_piscina_y_sarria-barcelona-i45420000000019.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,45420-1,"Alquiler Apartamento en Sarrià. Apartamento con 2 habitaciones amueblado con ascensor, piscina y",Barcelona - Sarrià,"92m2 - 2 habitaciones - 2 baños - 18,48€/m2","DISPONIBLE EN MAYO Piso AMUEBLADO de dos habitaciones y 2 baños con terraza, piscina, trastero y parking en alquiler...",1.700 €,1700,92,2,Si,No,Sarria Sant Gervasi,Indefinido,No,2
3222,id2345003907842,https://www.habitaclia.com/alquiler-piso-3_dormitorios_bano_y_aseo_ciutat_de_balaguer_54_sant_gervasi_bonanova-barcelona-i2345003907842.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2345-1,"Alquiler Piso en Ciutat de balaguer 54. 3 dormitorios, baño y aseo",Barcelona - Sant Gervasi - Bonanova,"103m2 - 3 habitaciones - 2 baños - 15,05€/m2","Ref. ALQ 3704: Sant Gervasi / Bonanova, Piso esquinero y completamente exterior de 103m², 3 dormitorios (2 dobles + 1 in...",1.550 €,1550,103,3,No,No,Sarria Sant Gervasi,Indefinido,No,2
3223,id5513004434067,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_con_ascensor_calefaccion_y_aire_acondic_tres_torres-barcelona-i5513004434067.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,5513-1,"Alquiler Piso Carrer del doctor roux. Piso con 2 habitaciones con ascensor, calefacción y aire acondic",Barcelona - Tres Torres,"94m2 - 2 habitaciones - 2 baños - 18,09€/m2",Piso exterior luminoso y muy tranquilo en finca señorial de 94 m2 + 5m2 de balcón/terraza exterior. Dispone de dos ha...,"Oportunidad
1.700 €",1700,94,2,No,No,Sarria Sant Gervasi,Indefinido,No,2
3224,id31532000000055,https://www.habitaclia.com/alquiler-piso-amueblado_con_mucha_luz_natural_y_bien_conservado_sant_gervasi_bonanova-barcelona-i31532000000055.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,31532-1,Alquiler Piso Carrer del camp. Piso amueblado con mucha luz natural y bien conservado,Barcelona - Sant Gervasi - Bonanova,"62m2 - 2 habitaciones - 1 baño - 20,97€/m2","Apartamento, con mucha luz natural, situado en una calle tranquila, pero al lado mismo de calles (Muntaner y Mandri) con...",1.300 €,1300,62,2,Si,No,Sarria Sant Gervasi,Indefinido,No,1
3225,id10344003630707,https://www.habitaclia.com/alquiler-piso-exclusivo_en_edificio_de_lujo_de_diagonal_francesc_macia_sant_gervasi_galvany-barcelona-i10344003630707.htm?pag=3&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,10344-1,Alquiler Piso en Sant Gervasi - Galvany. Exclusivo piso en edificio de lujo de diagonal-francesc macià,Barcelona - Sant Gervasi - Galvany,"129m2 - 3 habitaciones - 2 baños - 27,13€/m2","Alquiler de exclusivo piso alto ,totalmente amueblado con mobiliario de alta gama y equipado íntegramente . Localizado...",3.500 €,3500,129,3,No,No,Sarria Sant Gervasi,Indefinido,No,2
3226,id42214000000091,https://www.habitaclia.com/alquiler-piso-en_san_gervasio_sant_gervasi_galvany-barcelona-i42214000000091.htm?pag=4&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,42214-1,Alquiler Piso Carrer de laforja. Piso en san gervasio,Barcelona - Sant Gervasi - Galvany,"152m2 - 5 habitaciones - 3 baños - 14,47€/m2","Excelente piso nuevo a estrenar y recién pintado en el barrio del Galvany, en una finca clásica con ascensor. Se encuent...",2.200 €,2200,152,5,No,No,Sarria Sant Gervasi,Indefinido,No,3
3227,id29047000000171,https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_con_ascensor_calefaccion_y_aire_acondic_sant_gervasi_galvany-barcelona-i29047000000171.htm?pag=4&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,29047-1,"Alquiler Piso Carrer de ganduxer. Piso con 4 habitaciones con ascensor, calefacción y aire acondic",Barcelona - Sant Gervasi - Galvany,"135m2 - 4 habitaciones - 3 baños - 18,15€/m2","Índice . 15.72 €/m2 AICAT2014 Este piso familiar está ubicado en la mejor zona de la ciudad, en la call...","2.450 €
ha bajado 200 €",2450,135,4,No,No,Sarria Sant Gervasi,Indefinido,Si,3
3228,id45420000000020,https://www.habitaclia.com/alquiler-apartamento-con_2_habitaciones_amueblado_con_ascensor_sarria-barcelona-i45420000000020.htm?pag=4&f=&geo=d&coddists=500&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,45420-1,Alquiler Apartamento en Sarrià. Apartamento con 2 habitaciones amueblado con ascensor,Barcelona - Sarrià,"73m2 - 2 habitaciones - 1 baño - 19,18€/m2",DISPONIBLE PRINCIPIO JUNIO. Piso AMUEBLADO con balcón de 2 habitaciones y 1 baño en alquiler. Situado en uno de los...,1.400 €,1400,73,2,Si,No,Sarria Sant Gervasi,Indefinido,No,1
3229,id672001771355,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondic_gaziel_36_sant_gervasi_bonanova-barcelona-i672001771355.htm?pag=4&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,672-6,"Alquiler Piso en Calle gaziel 36. Piso con 3 habitaciones con ascensor, calefacción y aire acondic",Barcelona - Sant Gervasi - Bonanova,"116m2 - 3 habitaciones - 2 baños - 31,30€/m2","Actualizado: 25Abr Fantástico complejo residencial con más de 17.000 m² de zona ajardinada, piscinas, pistas de pádel, z...","3.631 €
ha bajado 34 €",3631,116,3,No,No,Sarria Sant Gervasi,Indefinido,Si,2
3230,id15159000000082,https://www.habitaclia.com/alquiler-piso-ideal_pareja_putget_farro-barcelona-i15159000000082.htm?pag=4&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,15159-1,Alquiler Piso Carrer de vallirana. Ideal pareja,Barcelona - Putget - Farró,"82m2 - 2 habitaciones - 1 baño - 17,07€/m2","Precioso piso de diseño, situado en el corazón del barrio del Farro, a 5 mn de todos los medios de transporte, a 20 mn d...",1.400 €,1400,82,2,No,No,Sarria Sant Gervasi,Indefinido,No,1
3231,id4731004409299,https://www.habitaclia.com/alquiler-piso-fantastico_amplio_y_soleado_recien_reformado_y_amueblado_c_sant_gervasi_galvany-barcelona-i4731004409299.htm?pag=4&f=&geo=d&coddists=500&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,4731-1,"Alquiler Piso Carrer de muntaner. Fantástico piso amplio y soleado, recién reformado y amueblado c",Barcelona - Sant Gervasi - Galvany,"136m2 - 3 habitaciones - 2 baños - 18,38€/m2","Fantástico piso amplio, luminoso y soleado ubicado en c. Muntaner, en Sant Gervasi Galvany-Sarrià, una de las mejores zo...",2.500 €,2500,136,3,Si,No,Sarria Sant Gervasi,Indefinido,No,2
